year,month,date,deaths,population,monthly_flua_pct_pos,monthly_flub_pct_pos,monthly_rsv_pct_pos,monthly_sars_pct_pos,monthly_adj_cases
2005.0,9.0,2005-09-15,6502.0,12527581,0.0,0.18552876,0.1814882,0.0,0.0
2005.0,10.0,2005-10-15,7078.0,12578240,0.0,0.0,0.26929983,0.0,0.0
2005.0,11.0,2005-11-15,7031.0,12578240,0.13245033,0.0,0.9837963,0.0,0.0
2005.0,12.0,2005-12-15,7401.0,12578240,0.5175159,0.0,3.9814458,0.0,0.0
2006.0,1.0,2006-01-15,7449.0,12587149,1.2246213,0.1289075,8.213944,0.0,0.0
2006.0,2.0,2006-02-15,6732.0,12587149,3.9847162,2.2652838,10.355815,0.0,0.0
2006.0,3.0,2006-03-15,7630.0,12587149,7.846088,14.359415,10.137567,0.0,0.0
2006.0,4.0,2006-04-15,6953.0,12618321,12.87985,6.6152406,8.73809,0.0,0.0
2006.0,5.0,2006-05-15,7240.0,12618321,7.2519083,0.9814613,6.612903,0.0,0.0
2006.0,6.0,2006-06-15,6524.0,12618321,0.5181347,0.08635578,3.8265307,0.0,0.0
2006.0,7.0,2006-07-15,6613.0,12661953,0.2,0.1,2.2660098,0.0,0.0
2006.0,8.0,2006-08-15,6872.0,12661953,0.2853067,0.0,1.2747875,0.0,0.0
2006.0,9.0,2006-09-15,6677.0,12661953,0.16038492,0.0,0.9456265,0.0,0.0
2006.0,10.0,2006-10-15,7400.0,12701324,0.0,0.0,1.9186046,0.0,0.0
2006.0,11.0,2006-11-15,7089.0,12701324,0.18298262,0.09149131,8.146191,0.0,0.0
2006.0,12.0,2006-12-15,7719.0,12701324,3.1616185,0.04421844,20.450644,0.0,0.0
2007.0,1.0,2007-01-15,8230.0,12703327,9.327336,0.019554164,21.494274,0.0,0.0
2007.0,2.0,2007-02-15,7550.0,12703327,17.855015,0.09930486,8.994501,0.0,0.0
2007.0,3.0,2007-03-15,7834.0,12703327,20.922882,0.21070375,5.7989154,0.0,0.0
2007.0,4.0,2007-04-15,7220.0,12727090,4.523425,0.80775446,3.1658092,0.0,0.0
2007.0,5.0,2007-05-15,7119.0,12727090,1.4616321,0.9135201,1.0167464,0.0,0.0
2007.0,6.0,2007-06-15,6822.0,12727090,0.15923567,0.5573248,0.3169572,0.0,0.0
2007.0,7.0,2007-07-15,6987.0,12765133,0.0,0.0,0.6729475,0.0,0.0
2007.0,8.0,2007-08-15,6544.0,12765133,0.27894002,0.0,0.27700832,0.0,0.0
2007.0,9.0,2007-09-15,6717.0,12765133,0.30800822,0.0,0.40201005,0.0,0.0
2007.0,10.0,2007-10-15,7234.0,12807497,0.14336918,0.07168459,1.2613875,0.0,0.0
2007.0,11.0,2007-11-15,7350.0,12807497,0.33594626,0.0,2.4959304,0.0,0.0
2007.0,12.0,2007-12-15,7981.0,12807497,6.590064,0.0337952,8.595524,0.0,0.0
2008.0,1.0,2008-01-15,7762.0,12814686,8.532423,0.4171407,14.815505,0.0,0.0
2008.0,2.0,2008-02-15,7405.0,12814686,4.716806,1.8012999,16.266716,0.0,0.0
2008.0,3.0,2008-03-15,7974.0,12814686,9.202789,7.110625,10.166032,0.0,0.0
2008.0,4.0,2008-04-15,7732.0,12840482,10.9231,13.295059,3.0923147,0.0,0.0
2008.0,5.0,2008-05-15,7315.0,12840482,4.1934714,6.5046463,2.039848,0.0,0.0
2008.0,6.0,2008-06-15,6756.0,12840482,1.1135857,1.2620639,1.1529592,0.0,0.0
2008.0,7.0,2008-07-15,6945.0,12883824,0.53937435,0.10787486,1.1235955,0.0,0.0
2008.0,8.0,2008-08-15,6851.0,12883824,0.11494253,0.3448276,0.45300114,0.0,0.0
2008.0,9.0,2008-09-15,6714.0,12883824,0.0,0.20325203,0.50403225,0.0,0.0
2008.0,10.0,2008-10-15,7546.0,12927520,0.0,0.0,1.159047,0.0,0.0
2008.0,11.0,2008-11-15,7395.0,12927520,0.15226494,0.0,3.4789045,0.0,0.0
2008.0,12.0,2008-12-15,7878.0,12927520,0.5050505,1.2265512,9.753558,0.0,0.0
2009.0,1.0,2009-01-15,8389.0,12932742,2.2507472,5.187269,12.245961,0.0,0.0
2009.0,2.0,2009-02-15,7189.0,12932742,4.4756618,8.755309,11.353083,0.0,0.0
2009.0,3.0,2009-03-15,7856.0,12932742,8.428974,7.2812796,9.126672,0.0,0.0
2009.0,4.0,2009-04-15,7310.0,12956924,7.3191733,1.7795637,6.5824275,0.0,0.0
2009.0,5.0,2009-05-15,7343.0,12956924,7.8166103,0.28811225,1.7826664,0.0,0.0
2009.0,6.0,2009-06-15,7136.0,12956924,10.322998,0.035968635,0.25575447,0.0,0.0
2009.0,7.0,2009-07-15,7002.0,12998941,5.6808486,0.04876265,0.041692726,0.0,0.0
2009.0,8.0,2009-08-15,6817.0,12998941,2.2281344,0.09976721,0.06917224,0.0,0.0
2009.0,9.0,2009-09-15,6790.0,12998941,0.9137508,0.0,0.39257672,0.0,0.0
2009.0,10.0,2009-10-15,7634.0,13048442,9.898235,0.02196354,0.42333642,0.0,0.0
2009.0,11.0,2009-11-15,7388.0,13048442,,,,0.0,0.0
2009.0,12.0,2009-12-15,7823.0,13048442,,,,0.0,0.0
2010.0,1.0,2010-01-15,8059.0,13059426,,,,0.0,0.0
2010.0,2.0,2010-02-15,7135.0,13059426,,,,0.0,0.0
2010.0,3.0,2010-03-15,7889.0,13059426,,,,0.0,0.0
2010.0,4.0,2010-04-15,7256.0,13088924,,,,0.0,0.0
2010.0,5.0,2010-05-15,7359.0,13088924,,,,0.0,0.0
2010.0,6.0,2010-06-15,6699.0,13088924,,,,0.0,0.0
2010.0,7.0,2010-07-15,7096.0,13136481,,,,0.0,0.0
2010.0,8.0,2010-08-15,7186.0,13136481,,,,0.0,0.0
2010.0,9.0,2010-09-15,7220.0,13136481,1.3663535,0.0,0.34158838,0.0,0.0
2010.0,10.0,2010-10-15,7850.0,13189987,1.67727,0.0578369,0.23201856,0.0,0.0
2010.0,11.0,2010-11-15,7457.0,13189987,6.007282,0.42475727,2.2126613,0.0,0.0
2010.0,12.0,2010-12-15,8347.0,13189987,26.487747,0.67094517,2.8054862,0.0,0.0
2011.0,1.0,2011-01-15,8614.0,13199081,20.664433,1.2648582,5.857345,0.0,0.0
2011.0,2.0,2011-02-15,7548.0,13199081,12.578616,1.7861636,11.045918,0.0,0.0
2011.0,3.0,2011-03-15,8093.0,13199081,5.268357,4.675667,13.021869,0.0,0.0
2011.0,4.0,2011-04-15,7543.0,13222146,1.0140029,5.0217285,8.398058,0.0,0.0
2011.0,5.0,2011-05-15,7611.0,13222146,0.24193548,1.2903225,3.3925686,0.0,0.0
2011.0,6.0,2011-06-15,6920.0,13222146,0.0,0.0,2.1638331,0.0,0.0
2011.0,7.0,2011-07-15,7157.0,13262345,0.41039672,0.0,0.68399453,0.0,0.0
2011.0,8.0,2011-08-15,7050.0,13262345,0.0,0.3267974,0.98039216,0.0,0.0
2011.0,9.0,2011-09-15,6963.0,13262345,0.0,0.0,0.33898306,0.0,0.0
2011.0,10.0,2011-10-15,7621.0,13310604,0.0,0.0,1.3481829,0.0,0.0
2011.0,11.0,2011-11-15,7464.0,13310604,0.3448276,0.11494253,5.0469484,0.0,0.0
2011.0,12.0,2011-12-15,7708.0,13310604,0.83144367,0.6046863,13.16726,0.0,0.0
2012.0,1.0,2012-01-15,8127.0,13325337,1.9300052,2.4704065,17.898727,0.0,0.0
2012.0,2.0,2012-02-15,7386.0,13325337,4.095266,11.675864,18.81804,0.0,0.0
2012.0,3.0,2012-03-15,7812.0,13325337,5.8956347,23.080782,7.4857607,0.0,0.0
2012.0,4.0,2012-04-15,7498.0,13350123,2.773299,14.801677,2.7055151,0.0,0.0
2012.0,5.0,2012-05-15,7549.0,13350123,1.1740332,7.11326,1.5965167,0.0,0.0
2012.0,6.0,2012-06-15,6915.0,13350123,0.23640662,0.59101653,0.82840234,0.0,0.0
2012.0,7.0,2012-07-15,7132.0,13392364,0.9635974,0.10706638,0.53648067,0.0,0.0
2012.0,8.0,2012-08-15,7365.0,13392364,0.0,0.0,0.41493776,0.0,0.0
2012.0,9.0,2012-09-15,7086.0,13392364,0.768738,0.0640615,0.51282054,0.0,0.0
2012.0,10.0,2012-10-15,7788.0,13436625,2.4886878,0.22624435,1.8181819,0.0,0.0
2012.0,11.0,2012-11-15,7658.0,13436625,13.478727,0.25026813,3.984375,0.0,0.0
2012.0,12.0,2012-12-15,8773.0,13436625,34.298595,0.51102203,5.5682106,0.0,0.0
2013.0,1.0,2013-01-15,9423.0,13446276,25.752058,0.66100097,9.273489,0.0,0.0
2013.0,2.0,2013-02-15,7662.0,13446276,10.648262,3.3029332,15.932203,0.0,0.0
2013.0,3.0,2013-03-15,8120.0,13446276,4.3828716,5.667506,15.034674,0.0,0.0
2013.0,4.0,2013-04-15,7678.0,13469151,1.9781995,7.7513123,5.649466,0.0,0.0
2013.0,5.0,2013-05-15,7607.0,13469151,1.1795543,3.3420708,2.806297,0.0,0.0
2013.0,6.0,2013-06-15,7130.0,13469151,0.51132214,0.29218408,1.7751479,0.0,0.0
2013.0,7.0,2013-07-15,7498.0,13511902,0.47393364,0.0,0.5966587,0.0,0.0
2013.0,8.0,2013-08-15,7215.0,13511902,0.52910054,0.08818342,0.35113838,0.0,0.0
2013.0,9.0,2013-09-15,7194.0,13511902,0.16778524,0.111856826,1.0728402,0.0,0.0
2013.0,10.0,2013-10-15,7806.0,13559499,0.36350417,0.14540167,1.2037915,0.0,0.0
2013.0,11.0,2013-11-15,7815.0,13559499,2.1430001,0.12016824,2.3993268,0.0,0.0
2013.0,12.0,2013-12-15,8543.0,13559499,15.331187,0.25410807,8.584085,0.0,0.0
2014.0,1.0,2014-01-15,8940.0,13563311,25.288683,0.47838998,9.496663,0.0,0.0
2014.0,2.0,2014-02-15,7671.0,13563311,12.502707,2.3381684,11.522127,0.0,0.0
2014.0,3.0,2014-03-15,8392.0,13563311,3.9342,9.858507,10.397101,0.0,0.0
2014.0,4.0,2014-04-15,8137.0,13583220,1.7706821,18.911467,4.4595394,0.0,0.0
2014.0,5.0,2014-05-15,8024.0,13583220,1.6076059,10.769231,2.32624,0.0,0.0
2014.0,6.0,2014-06-15,7422.0,13583220,0.6378455,0.85046065,1.2915361,0.0,0.0
2014.0,7.0,2014-07-15,7346.0,13617763,0.80906147,0.40453073,0.8425492,0.0,0.0
2014.0,8.0,2014-08-15,7659.0,13617763,0.31876138,0.09107468,0.50068086,0.0,0.0
2014.0,9.0,2014-09-15,7578.0,13617763,0.25839794,0.064599484,0.29146382,0.0,0.0
2014.0,10.0,2014-10-15,7977.0,13661282,0.6527121,0.22507314,1.6989048,0.0,0.0
2014.0,11.0,2014-11-15,8254.0,13661282,2.7699919,0.04946414,5.7842045,0.0,0.0
2014.0,12.0,2014-12-15,8822.0,13661282,22.181437,0.27530152,11.498358,0.0,0.0
2015.0,1.0,2015-01-15,9831.0,13657423,30.37907,0.3057807,9.14523,0.0,0.0
2015.0,2.0,2015-02-15,8449.0,13657423,20.389383,1.3657497,8.770214,0.0,0.0
2015.0,3.0,2015-03-15,8610.0,13657423,9.61329,5.623638,7.365065,0.0,0.0
2015.0,4.0,2015-04-15,8177.0,13669290,3.0741735,10.062556,5.3561697,0.0,0.0
2015.0,5.0,2015-05-15,7913.0,13669290,0.5180353,5.8710666,1.9567853,0.0,0.0
